en,ml,pr,WER,CER,BLEU
Shabaripaatha: keralam paazhaakkiyathu randu pathittaandu,ശബരിപാത: കേരളം പാഴാക്കിയത് രണ്ട് പതിറ്റാണ്ട്,ശബരിപാത: കേരളം പാഴാക്കിയത് രണ്ടു പതിറ്റാണ്ട്,20.0,2.272727272727273,28.574404296988
‘sttaar vaar’ neekkam nirammangumpol thamizhakatthu sttaalin soopparsttaar!,‘സ്റ്റാർ വാർ’ നീക്കം നിറംമങ്ങുമ്പോൾ തമിഴകത്ത് സ്റ്റാലിൻ സൂപ്പർസ്റ്റാർ!,‘സ്റ്റാർ വാർ’ നീക്കം നിറമ്മങ്ുമ്ോോ തമിഴകത്ത് സ്റ്റാലിന് സൂപ്പർസ്റററാർ!,42.857142857142854,11.428571428571429,17.56720523942792
Kovidil kurungi kalaakaaranmaar; kolangal orukkunnavarkkum kashtappaat,കോവിഡിൽ കുരുങ്ങി കലാകാരന്മാർ; കോലങ്ങൾ ഒരുക്കുന്നവർക്കും കഷ്ടപ്പാട്,കോവിഡിൽ കുരുങ്ങി കലാകാരന്മാർ; കോളങ്ങൾ ഒരുക്കുന്നവർക്കും കഷ്ടപ്പാട്,16.666666666666664,1.5151515151515151,25.406637407730738
Thamizhnaatinotu athirtthi pankitunna thaalookku; nellinum paalinum kallinum chittoor,തമിഴ്നാടിനോട് അതിർത്തി പങ്കിടുന്ന താലൂക്ക്; നെല്ലിനും പാലിനും കള്ളിനും ചിറ്റൂർ,തമിഴ്നാടിനോട്ട് അതിർത്തി പങ്കിട്നുന താലൂക്കു; നെല്ലിനും പാലിനും കല്ലിനും ചിറ്റൂർ,50.0,8.974358974358974,6.985342056580097
Vaahanangalil lokkeshan traakkingu samvidhaanavum emarjansi battanum; natappaakkunnathu neelunnu,വാഹനങ്ങളിൽ ലൊക്കേഷൻ ട്രാക്കിങ് സംവിധാനവും എമർജൻസി ബട്ടണും; നടപ്പാക്കുന്നത് നീളുന്നു,വാഹനങ്ങളിൽ ലോക്കേഷൻ ട്രാക്കിങ്ങ് സംവിധാനവും എമർജൻസി ബടട്ാും; നടത്പാക്കനന്നത് നീളുന്നു,50.0,9.63855421686747,6.985342056580097
Bladu shugar ini anchaamatthe ‘vyttal syn’; nir‍naayaka nir‍desham,ബ്ലഡ് ഷുഗർ ഇനി അഞ്ചാമത്തെ ‘വൈറ്റൽ സൈൻ’; നിര്‍ണായക നിര്‍ദേശം,ബ്ലാഡു ഷുഗർ ഇനി അഞ്ചാമത്തെ ‘വൈറ്തൽ സിൻ’; നിർ‍നായക നിർ‍ദേശം,62.5,15.254237288135593,13.74708101760565
Thalasthaanatthe aiti kampaniyute peril vampan thattippu; pinnilaar?,തലസ്ഥാനത്തെ ഐടി കമ്പനിയുടെ പേരിൽ വമ്പൻ തട്ടിപ്പ്; പിന്നിലാര്?,തലസ്ഥാനത്തെ ഐറ് കമ്പനിയുടടട പേരിൽ വാ്പൻ തട്ടിപ്പ്; പിന്നിലാർ?,57.14285714285714,11.475409836065573,4.347208719449915
"Barlin kaatthirikkunnu; pinaraayiye kaananam, maappu parayanam","ബർലിൻ കാത്തിരിക്കുന്നു; പിണറായിയെ കാണണം, മാപ്പു പറയണം","ബർർിൻൻ കാത്തിരിക്കുന്നു; പിണറായിയെ കാണാംം, മാപ്പ് പരയണം",66.66666666666666,11.320754716981133,8.633400213704503
Kovidum thotta aathmavishvaasam; ‘agasthya’ ekaadhyaapaka vidyaalayam,കോവിഡും തോറ്റ ആത്മവിശ്വാസം; ‘അഗസ്ത്യ’ ഏകാധ്യാപക വിദ്യാലയം,കോവിടും തോട്ട ആത്മവിശ്വാസം; ‘അഗസ്ത്യ’ ഏകാധ്യാപക വിദ്യാലയം,33.33333333333333,5.263157894736842,50.813274815461476
"Vidyaabhyaasa habil thettu cheythittilla, ellaam sabhaasamithikku vitaan thayaar: speekkar","വിദ്യാഭ്യാസ ഹബിൽ തെറ്റ് ചെയ്തിട്ടില്ല, എല്ലാം സഭാസമിതിക്കു വിടാൻ തയാർ: സ്പീക്കർ","വിദ്യാഭ്യാസ ഹാിൽ തെറ്റ് ചെയ്തിട്ടില്ല, എല്ലാം സഭാസമിതിക്ക് വിറ്റാൻ തയാർ: സ്പീക്കർ",33.33333333333333,6.329113924050633,15.61969968460128
"Kaanaan pokunnathu aipio pooram, nettippattamorukki 30 kampanikal !","കാണാൻ പോകുന്നത് ഐപിഒ പൂരം, നെറ്റിപ്പട്ടമൊരുക്കി 30 കമ്പനികൾ !","കാണാൻ പോകുന്നത് ഐപ്യോ പൂരം, നെറ്റിപ്പട്ടമൊരകകകി 30 കമ്പനികൾ !",25.0,8.19672131147541,18.092176081223304
Neppaalilumundoru shreepad‌manaabhan!! Ananthashaayi kshethram kaadt‌manduvil,നേപ്പാളിലുമുണ്ടൊരു ശ്രീപദ്‌മനാഭൻ!! അനന്തശായി ക്ഷേത്രം കാഠ്‌മണ്ഡുവിൽ,നേപ്പാളിലുമുണ്ടൊരു ശ്രീപാ്‌മനാഭൻ!! അനന്തശായി ക്ഷേത്രം കാട്റ്‌മണ്ടുവിൽ,40.0,7.462686567164178,12.574334296829354
'sipiem-bijepi gooddathanthm; mathanirapeksha manasinte ativerarukkukayaanu pinaraayi','സിപിഎം-ബിജെപി ഗൂഢതന്ത്രം; മതനിരപേക്ഷ മനസിന്റെ അടിവേരറുക്കുകയാണ് പിണറായി','സിപ്ംം-ബിജെപി ഗൂഢ്ദതന്ത്എം; മതനിരപേക്ഷ മനസിന്റെ അടിവേരരുക്കുകയാണ് പിണറായി',50.0,9.58904109589041,9.554427922043669
Makalkku thanalekaan ee achchhanu jeevikkanam; kaarunyam theti kutumbam,മകൾക്ക് തണലേകാൻ ഈ അച്ഛനു ജീവിക്കണം; കാരുണ്യം തേടി കുടുംബം,മകൾക്ക് തണലേകാൻ ഈ അച്ചഛ്് ജീവിക്കണം; കാരുണ്യം തതറി കുടുംംം,37.5,10.526315789473683,17.286039232097053
"Doktarmaar parayunnu: '2 dosu mathi, moonnaamatthethu venda; shareeram shraddhiccholum","ഡോക്ടർമാർ പറയുന്നു: '2 ഡോസ് മതി, മൂന്നാമത്തേതു വേണ്ട; ശരീരം ശ്രദ്ധിച്ചോളും","ഡോക്ടർമാർ പറയുന്നു: '2 ദോസ് മതിത, മൂന്നാമത്തേത് വേണ്ട; ശരീരം ശ്രദ്ധിച്ചോളും",33.33333333333333,4.054054054054054,19.96019880774733
"Atuttha seesanil thiricchuvarum, kappuyartthum; aathmavishvaasatthote rohith","അടുത്ത സീസണിൽ തിരിച്ചുവരും, കപ്പുയർത്തും; ആത്മവിശ്വാസത്തോടെ രോഹിത്","അടുത്ത സീസനിൽ തിരിച്ചുവരും, കപ്പുയർത്തും; ആത്മവിശ്വാസത്തോടടെ രോഹിത്",33.33333333333333,3.0303030303030303,10.266900960803408
Rakthatthil‍ alinja chuvappu; vellakkaaril vannirangiyaal‍ amparakkum anikal‍,രക്തത്തില്‍ അലിഞ്ഞ ചുവപ്പ്; വെള്ളക്കാറിൽ വന്നിറങ്ങിയാല്‍ അമ്പരക്കും അണികള്‍,രക്തത്തിൽ‍ അലിഞ്ഞ ചുവപ്പ്; വെള്ളക്കാരിൽ വന്നിറങ്ങിയാൽ‍ അംപാരക്കും അണികൾ‍,71.42857142857143,13.333333333333334,6.985342056580097
Nervazhi kaattiya laatthi,നേർവഴി കാട്ടിയ ലാത്തി,നേർവഴി കാട്ടിയ ലാത്തി,0.0,0.0,56.23413251903491
Aparichithan thanna jeevitham,അപരിചിതൻ തന്ന ജീവിതം,അപരിചിതൻ തന്ന ജീവിതം,0.0,0.0,56.23413251903491
Settil virinja puthiya daampathyangal,സെറ്റിൽ വിരിഞ്ഞ പുതിയ ദാമ്പത്യങ്ങൾ,സെറ്റിൽ വിരിഞ്ഞ പുതിയ ദാമ്ത്യങ്ങൾ,25.0,2.941176470588235,39.76353643835253
Raviyute masthakam oru ormappusthakam,രവിയുടെ മസ്തകം ഒരു ഓർമപ്പുസ്തകം,രവവയുടെ മസ്തകം ഒരു ഓർമപ്പുസ്തകം,25.0,3.225806451612903,39.76353643835253
"Lyvu streemingu aakaam, lyphu kalayaruthu!","ലൈവ് സ്ട്രീമിങ് ആകാം, ലൈഫ് കളയരുത്!","ലൈവ് സ്ട്രീമിങ്ങ് ആകാം, ലൈഫു കലയരുത്!",60.0,11.428571428571429,6.389431042462725
Yukreyninum maaldovaykkum iyu kaandidettu padavi,യുക്രെയ്നിനും മാൾഡോവയ്ക്കും ഇയു കാൻഡിഡേറ്റ് പദവി,യുക്രെയ്നിനും മാൽഡോവയ്ക്കും ഇയു കാണ്ടിടേറ്ട് പദവി,40.0,12.5,7.071067811865476
Upathiranjetuppil 2 seettilum tholvi; borisu jonsante nila parungalil,ഉപതിരഞ്ഞെടുപ്പിൽ 2 സീറ്റിലും തോൽവി; ബോറിസ് ജോൺസന്റെ നില പരുങ്ങലിൽ,ഉപതിരഞ്ഞെട്പ്പിൽ 2 സീറ്റിലും തോൽവി; ബോറിസ് ജോൺസന്റെ നില പരുങ്ങളിൽ,25.0,3.076923076923077,68.03749333171201
Salildaayute niraasavum vaathsalyavum,സലിൽദായുടെ നിരാസവും വാത്സല്യവും,സലിൽദായുടെ നിരാസവും വാത്സല്യവും,0.0,0.0,56.23413251903491
Keralatthil katuvayute aakramanatthil maricchavarethra? Kendra kanakkil porutthakket,കേരളത്തിൽ കടുവയുടെ ആക്രമണത്തിൽ മരിച്ചവരെത്ര? കേന്ദ്ര കണക്കിൽ പൊരുത്തക്കേട്,കേരളത്തിൽ കാ്വവയയടടെ ആക്രമണത്തിൽ മരിച്ചവരെത്ര? കേന്ദ്ര കണക്കിൽ പൊരുത്തക്കേട്,14.285714285714285,6.756756756756757,64.34588841607616
Janam ‘naata muriccha’ paalangal; kanneerppaatu pathinja oru paalavum!,ജനം ‘നാട മുറിച്ച’ പാലങ്ങൾ; കണ്ണീർപ്പാട് പതിഞ്ഞ ഒരു പാലവും!,ജനം ‘നാട മുറിച്ച’ പാലങ്ങൾ; കണ്ണീർപ്പാട് പതിഞ്ഞ ഒരു പാലവും!,0.0,0.0,100.0
Mammoottiyute munnettam,മമ്മൂട്ടിയുടെ മുന്നേറ്റം,മമ്മൂട്ടിയുടെ മുന്നേറ്റം,0.0,0.0,31.6227766016838
Modiyum bijepiyum: oru puthuvaayana,മോദിയും ബിജെപിയും: ഒരു പുതുവായന,മോദിയും ബിജെപിയും: ഒരു പുതുവായണ,25.0,3.225806451612903,39.76353643835253
Os‌loyil vetivayp: 2 maranam,ഓസ്‌ലോയിൽ വെടിവയ്പ്: 2 മരണം,ഓസ്‌ലോയിൽ വെട്വയ്പപ: 2 മരണം,25.0,7.4074074074074066,18.80301546543197
Aa kanninte utama eviteyundu?,ആ കണ്ണിന്റെ ഉടമ എവിടെയുണ്ട്?,ആ കണ്ണിന്റെ ഉടടാ എവിറെയുണ്ട്?,50.0,10.714285714285714,16.990442448471224
Ji 7 ucchakotikku samaapanam,ജി 7 ഉച്ചകോടിക്ക് സമാപനം,ജി 7 ഉച്ചക്ോ്ട്ക്ക് സമാപനം,25.0,12.5,18.80301546543197
"Karangaan meettar, karakkaan vaataka","കറങ്ങാൻ മീറ്റർ, കറക്കാൻ വാടക","കറങ്ങാൻ മീറ്റർ, കറക്കാൻ വാടക",0.0,0.0,100.0
"Kannatacchu, kannatayile yugashilpi; ‘reybaan’ braandu utama antharicchu","കണ്ണടച്ചു, കണ്ണടയിലെ യുഗശിൽപി; ‘റെയ്ബാൻ’ ബ്രാൻഡ് ഉടമ അന്തരിച്ചു","കണ്ണട്്ചച, കണ്ണടയിലെ യുഗശില്ിി; ‘റെയ്ബാൻ’ ബ്രാണ്ട ഉടടാ അന്തരിച്ചു",57.14285714285714,15.873015873015872,4.347208719449915
Modikku myoonikkil ooshmala varavelp,മോദിക്ക് മ്യൂണിക്കിൽ ഊഷ്മള വരവേൽപ്,മോദിക്കു മ്യൂണിക്കിൽ ഊഷ്മല വരവേൽപപ്,75.0,8.823529411764707,8.034284189446518
Anivaaryamaaya raaji,അനിവാര്യമായ രാജി,അനിവാര്യമായ രാജി,0.0,0.0,31.6227766016838
Naath​si koottakkola: 101 vayasukaaranu  5 varsham thatav,നാത്​സി കൂട്ടക്കൊല: 101 വയസ്സുകാരന്  5 വർഷം തടവ്,നാത്​സി കൂട്ടക്കൊല: 101 വയസുകാരന്  5 വർഷം തടാ്്,28.57142857142857,8.333333333333332,20.556680845025987
Oru sthaanaarthi; pala chinthakal,ഒരു സ്ഥാനാർഥി; പല ചിന്തകൾ,ഒരു സ്ഥാനാർത്തി; പല ചിന്തകൾ,25.0,12.0,18.80301546543197
"Randu varsham; 18,000 phon vilikal","രണ്ട് വർഷം; 18,000 ഫോൺ വിളികൾ","രണ്ടു വർഷം; 18,000 ഫോൺ വിളികൾ",20.0,3.4482758620689653,66.8740304976422
Bharanasakhyam thakarnnu; israyel paarlamentu piricchuvittu,ഭരണസഖ്യം തകർന്നു; ഇസ്രയേൽ പാർലമെന്റ് പിരിച്ചുവിട്ടു,ഭരണസഖ്്ം തകർന്നു; ഇസ്രയേൽ പാർലമെന്റ് പിരിച്ചുവിട്ടു,20.0,1.9607843137254901,66.8740304976422
Madeenayil 3.12 laksham haju theerthaatakar,മദീനയിൽ 3.12 ലക്ഷം ഹജ് തീർഥാടകർ,മദീനയിൽ 3.12 ലക്ഷം ഹാജു തീർതാതാടട,40.0,22.58064516129032,26.591479484724946
Puthiya bresa etthi,പുതിയ ബ്രെസ എത്തി,പുതിയ ബ്രേസ എത്തി,33.33333333333333,5.88235294117647,13.512001548070346
Sahakarana baankukalile ottatthavana theerppaakkal neetti,സഹകരണ ബാങ്കുകളിലെ ഒറ്റത്തവണ തീർപ്പാക്കൽ നീട്ടി,സഹകരണ ബാങ്കുകളിലെ ഒറ്റത്തവന തീർപ്പാക്കൽ നീട്ടി,20.0,2.1739130434782608,16.068568378893033
Kocchi vimaanatthaavalam yaathrakkaarkku poornathrupthi,കൊച്ചി വിമാനത്താവളം യാത്രക്കാർക്ക് പൂർണതൃപ്തി,കൊച്ചി വിമാനത്താവളം യാത്രക്കാർക്ക് പൂർണതൃപപതി,25.0,2.2222222222222223,39.76353643835253
Rashyan misyl aakramanatthil 21 maranam,റഷ്യൻ മിസൈൽ ആക്രമണത്തിൽ 21 മരണം,റഷ്യൻ മിസിൽ ആക്രമണത്തിൽ 21 മരണം,20.0,3.225806451612903,28.574404296988
Atukkalayile jiesti kootum,അടുക്കളയിലെ ജിഎസ്ടി കൂടും,അടുക്കളയിലെ ജിസ്റ്റി കൂട്ടു,66.66666666666666,28.000000000000004,11.362193664674995
Aabhyanthara enna svakaarya kampanikalkkum,ആഭ്യന്തര എണ്ണ സ്വകാര്യ കമ്പനികൾക്കും,ആഭ്യന്തര എന്ന സ്വകാര്യ കമ്പനികൾക്കും,25.0,5.555555555555555,18.80301546543197
Videsha naanya  shekharam vardhicchu,വിദേശ നാണ്യ  ശേഖരം വർധിച്ചു,വിദേശ നാന്യ  ശേഖരം വർധ്ധ്ച്,50.0,14.814814814814813,9.554427922043669
Raashtreeya samaadhaanam thiricchupitikkanam,രാഷ്ട്രീയ സമാധാനം തിരിച്ചുപിടിക്കണം,രാഷ്ട്രീയ സമാധാനം തിരിച്ചുപിടടി്കണം,33.33333333333333,5.714285714285714,24.028114141347544
Kayattumathi theeruva vardhana: svakaarya ennakkampanikalute kayattumathi niyanthnam lakshm,കയറ്റുമതി തീരുവ വർധന: സ്വകാര്യ എണ്ണക്കമ്പനികളുടെ കയറ്റുമതി നിയന്ത്രണം ലക്ഷ്യം,കയറ്റുമതി തീരുവ വർധനധന: സ്വകാര്യ എണ്ണക്കമ്പനികളുടെ കയറ്റുമതി നിയന്ത്നം ലക്ഷ്എം,37.5,7.792207792207792,17.286039232097053
Padtikkanam sybar lokatthe maryaadakalum,പഠിക്കണം സൈബർ ലോകത്തെ മര്യാദകളും,പദ്തികിക്ംം സിബർ ലോകത്തെ മര്യാദകളും,50.0,21.875,16.990442448471224
‘kaattil’ oru aiti paarkku; raajyatthe aadya sophttu‌veyar phorasttu kyaampas,‘കാട്ടിൽ’ ഒരു ഐടി പാർക്ക്; രാജ്യത്തെ ആദ്യ സോഫ്റ്റ്‌വെയർ ഫോറസ്റ്റ് ക്യാംപസ്,‘കാട്ടിൽ’ ഒരു ഐറ് പാർക്ക്; രാജ്യത്തെ ആദ്യ സോഫ്റ്റ്‌വെയർ ഫോറസ്റ്റു ക്യാംപസ്,22.22222222222222,4.054054054054054,36.889397323344056
‘gaanam’ sinimayute laabhanashtangal,‘ഗാനം’ സിനിമയുടെ ലാഭനഷ്ടങ്ങൾ,‘ഗാനം’ സിനിമയുടെ ലാഭനഷ്ടങ്ങൾ,0.0,0.0,56.23413251903491
Kaakkikkullile hrudayatthinetta muriv,കാക്കിക്കുള്ളിലെ ഹൃദയത്തിനേറ്റ മുറിവ്,കാക്കിക്കുള്ളിലെ ഹൃദയത്തിനേറ്റ മുറിവ്,0.0,0.0,56.23413251903491
Kovidu kaalam inthye thunacchathu kshemapaddhathikalennu bijepi,കോവിഡ് കാലം ഇന്ത്യയെ തുണച്ചത് ക്ഷേമപദ്ധതികളെന്ന് ബിജെപി,കോവിട് കാലം ഇന്ത്എെ തുണച്ചത്ത ക്ഷേമപദ്ധതികളെന്ന് ബിജെപി,50.0,7.2727272727272725,9.554427922043669
Tiaaresinethire aakramanatthinu moorccha kootti bijepi,ടിആർഎസിനെതിരെ ആക്രമണത്തിന് മൂർച്ച കൂട്ടി ബിജെപി,ടിയറെസിനെതിരെ ആക്രമണത്തിന് മൂർച്ച കൂട്ടി ബിജെപി,20.0,6.382978723404255,66.8740304976422
Pothu sthaanaarthiye theti prathipaksham,പൊതു സ്ഥാനാർഥിയെ തേടി പ്രതിപക്ഷം,പൊതു സ്ഥാനാർത്ഥിയെ തതറി പ്രതിപക്ഷം,50.0,12.5,9.554427922043669
Paalippokunna chila chuvatukal!,പാളിപ്പോകുന്ന ചില ചുവടുകൾ!,പാലിപ്പോകുന്ന ചില ചുവട്കൾൾൾ!,66.66666666666666,15.384615384615385,11.362193664674995
Amaraavathi kolapaathakam: prathikal parisheelanam labhicchavar,അമരാവതി കൊലപാതകം: പ്രതികൾ പരിശീലനം ലഭിച്ചവർ,അമരാവതി കൊലപാതകം: പ്രതികൾ പരിശീലനം ലഭിച്ചവർ,0.0,0.0,100.0
Kanayya laal vadham: paakku bandham kandetthaan phon parishodhana natatthum,കനയ്യ ലാൽ വധം: പാക്ക് ബന്ധം കണ്ടെത്താൻ ഫോൺ പരിശോധന നടത്തും,കനയ്യ ലാൽ വധം: പാക്ക് ബന്ധം കണ്ടെത്താണ ഫോൺ പരിശോധന നടത്തും,11.11111111111111,1.7241379310344827,59.69491792019645
Vendathu vikasanatthinte raashtreeyam: bijepi,വേണ്ടത് വികസനത്തിന്റെ രാഷ്ട്രീയം: ബിജെപി,വേണ്ടത് വികസനത്തിന്റെ രാഷ്ട്രീയം: ബിജെപി,0.0,0.0,100.0
Bhakshsuraksha paramapradhaanam,ഭക്ഷ്യസുരക്ഷ പരമപ്രധാനം,ഭകഷഷ്സുരക്ഷ പരമപ്രധാനം,50.0,8.695652173913043,14.95348781221221
